Lfd.-Nr.:;Objektname;BNr.:;Sorte botanisch;Objekt_Nr;Objektname_Zusatz;Baumrevier;Produkt;Sorte deutsch;örtlicher Bezug;HausNr.:;Hausnr Zusatz;Hochwert;Rechtswert;Status Baumstandort;Schadstufe;Pflegekategorie;Datum_Erfassung;Bemerkung;Pflanzjahr;Standalter;Stammanzahl;Stammumfang;Stammdurchmesser;Pflegestufe;letzte_Kontrolle_am;nächste_Regelkontrolle;letzte_Kontrolle_von;Fälldatum;Fällgrund;Baumscheibenfläche;Baumhöhe;Kronendurchmesser;Baumscheibenbreite;Baumscheibenlänge;Baumscheibenradius;Baumscheibenoberfläche;Unterpflanzung;Standort;Einfassung;Wassersack;Giessring
914;Pettenkoferstraße;40;40 Tilia cordata (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Winter-Linde;vor Sportplatz;;;5819910.615;396207.8456;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;13.07.93;10.05.2006 Stammschaden: Anfahrschaden;1992;28;1;105;33;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;7.65;7;5;3;2.55;;;;;;FALSCH;FALSCH
915;Pettenkoferstraße;41;41 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 27;;;5819934.602;396197.0348;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;;2008;12;1;48;15;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;6.25;3;1.5;2.5;2.5;;;;;;FALSCH;FALSCH
916;Pettenkoferstraße;42;42 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 28;;;5819952.93;396189.4334;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;04.08.2009 Notiz: Entwicklungspflege bis Juni 2010;2009;11;1;36;11;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;6;3;1;2.4;2.5;;;;;;FALSCH;FALSCH
917;Pettenkoferstraße;43;43 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 28;;;5819968.892;396183.099;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;04.08.2009 Notiz: Entwicklungspflege bis Juni 2010;2009;11;1;32;10;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;6.5;3;1.5;2.5;2.6;;;;;;FALSCH;FALSCH
918;Pettenkoferstraße;44;44 (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;;ggü Nr. 28;;;5819963.743;396175.4386;aktiv;;1210 Straßenbaum;30.10.18;;;;0;;;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;5.06;;;2.2;2.3;;;;;;FALSCH;FALSCH
919;Pettenkoferstraße;45;45 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 30;;;5819948.538;396179.5517;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;04.08.2009 Notiz: Entwicklungspflege bis Juni 2010;2009;11;1;37;12;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;11.22;3;1;5.1;2.2;;;;;;FALSCH;FALSCH
920;Pettenkoferstraße;46;46 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 30;;;5819930.548;396187.4909;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;;2008;12;1;51;16;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;11.22;3;1;5.1;2.2;;;;;;FALSCH;FALSCH
921;Pettenkoferstraße;47;47 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 31;;;5819907.659;396197.7949;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;;2008;12;1;42;13;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;11.75;3;1.5;5;2.35;;;;;;FALSCH;FALSCH
922;Pettenkoferstraße;48;48 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 32;;;5819890.767;396204.1294;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;;2008;12;1;40;13;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;9.18;3;1.5;5.1;1.8;;;;;;FALSCH;FALSCH
923;Pettenkoferstraße;49;49 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 32;;;5819886.122;396205.9875;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;;2008;12;1;48;15;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;9.18;3;1.5;5.1;1.8;;;;;;FALSCH;FALSCH
924;Pettenkoferstraße;50;50 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 34;;;5819865.007;396214.5179;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;;2008;12;1;40;13;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;11.38;3;1.5;4.95;2.3;;;;;;FALSCH;FALSCH
925;Pettenkoferstraße;51;51 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 34;;;5819846.595;396222.2037;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;;2008;12;1;42;13;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;11;3;1.5;5;2.2;;;;;;FALSCH;FALSCH
926;Pettenkoferstraße;54;54 Sorbus intermedia (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Oxelbeere. Schwedische Mehlbeere;Ecke Dolziger Str.;;;5819784.843;396246.7045;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;14.08.13;"14.08.2013 Notiz: Stadtbaumkampagne: Pflege bis Okt. 2015
14.08.2013 Notiz: Baumart: Sorbus intermedia ""Brouwers""";2013;7;1;35;11;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;7.2;3;1.3;2.4;3;;Sträucher;;;;FALSCH;FALSCH
927;Pettenkoferstraße;57;57 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 37;;;5819764.163;396255.6497;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;;2008;12;1;45;14;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;6.12;3;1.5;2.4;2.55;;Private Bepflanzung;;;Fremdeinfassung;FALSCH;FALSCH
928;Pettenkoferstraße;62;62 Acer negundo (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Eschen-Ahorn;Nr. 39;;;5819723.031;396271.697;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;;1979;41;1;120;38;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;12.16;7;8.5;3.04;4;;;;;;FALSCH;FALSCH
929;Pettenkoferstraße;63;63 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 40;;;5819705.041;396279.4672;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;;2008;12;1;37;12;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;6.24;3;1;2.4;2.6;;;;;;FALSCH;FALSCH
930;Pettenkoferstraße;64;64 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 40;40;;5819686.967;396286.3929;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;08.02.17;;2016;4;1;23;7;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;6.24;5;1;2.4;2.6;;;;;;FALSCH;FALSCH
931;Pettenkoferstraße;65;65 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Ecke Bänschstr.;;;5819670.835;396293.0652;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;;2008;12;1;42;13;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;5.76;6;2;2.4;2.4;;;;;;FALSCH;FALSCH
932;Pettenkoferstraße;68;68 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Ecke Bänschstr.;;;5819625.724;396310.5761;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;;2008;12;1;46;15;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;8.5;3;1;3.4;2.5;;;;;;FALSCH;FALSCH
933;Pettenkoferstraße;69;69 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 41;;;5819620.115;396313.0103;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;;2008;12;1;42;13;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;11.73;3;1;5.1;2.3;;;;;;FALSCH;FALSCH
934;Pettenkoferstraße;70;70 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 41;;;5819604.452;396318.7253;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;;2008;12;1;51;16;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;10.96;3;1;5.1;2.15;;;;;;FALSCH;FALSCH
935;Pettenkoferstraße;71;71 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Nr. 43;;;5819586.375;396327.4402;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;;2008;12;1;44;14;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;11.73;3;1.5;5.1;2.3;;;;;;FALSCH;FALSCH
936;Pettenkoferstraße;75;75 Sorbus intermedia (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Oxelbeere. Schwedische Mehlbeere;Nr. 43;;;5819567.963;396334.5348;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;;25.09.19 Wassersack;2017;3;1;19;6;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;13.75;4;1;2.5;5.5;;Rindenmulch;;;;FALSCH;FALSCH
937;Pettenkoferstraße;78;78 Sorbus aucuparia 'Fastigiata' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Säulen-Eberesche;Ecke Schreinerstr.;;;5819544.484;396344.6699;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.08.09;;2008;12;1;42;13;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;22.36;3;1;4.3;5.2;;;;;;FALSCH;FALSCH
938;Pettenkoferstraße;42/1;42/1 Pyrus calleryana 'Chanticleer' (aktiv);PETTENKO;;02.09. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Chinesische Wild-Birne;Nr. 28;28;;5819962.181;396185.6787;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;30.10.18;;2019;1;1;19;6;2 Pflegestufe 2 (Standard);25.09.19;23.09.20;Baier Jana;;;27.5;5;1;2.5;11;;;;;;FALSCH;FALSCH
939;Pintschstraße;18;18 Tilia intermedia 'Pallida' (aktiv);PINTSCHS;;02.07. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 20;20;;5820299.635;394738.4796;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;16.08.13;"16.08.2013 Notiz: Stadtbaumkampagne: Pflege bis Okt. 2015
Bewässerung 2020";2013;7;1;36;11;2 Pflegestufe 2 (Standard);12.08.19;10.08.20;Baier Jana;;;2.5;8;4;;;;;;;;FALSCH;FALSCH
940;Pintschstraße;19;19 Tilia intermedia 'Pallida' (aktiv);PINTSCHS;;02.07. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 21;21;;5820293.554;394740.8445;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;16.08.13;"16.08.2013 Notiz: Stadtbaumkampagne: Pflege bis Okt. 2015
Bewässerung 2020";2013;7;1;31;10;2 Pflegestufe 2 (Standard);12.08.19;10.08.20;Baier Jana;;;2.5;8;3;;;;;;;;FALSCH;FALSCH
941;Platz d. Vereinten Nationen 14;30;30 Tilia intermedia 'Pallida' (aktiv);60415;Rasen vor Kaufhalle;04.01. Baumrevier;80932 Übliche öffentliche Grün- und Erholungsanlagen;Kaiser-Linde;;;;5820284.763;393407.3047;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1270 Anlagenbaum;12.07.18;;2016;4;1;23;7;2 Pflegestufe 2 (Standard);15.03.19;13.03.20;Heering Nils;;;;5;15;;;;;;;;;
942;Platz d. Vereinten Nationen 14;31;31 Tilia intermedia 'Pallida' (aktiv);60415;Rasen vor Kaufhalle;04.01. Baumrevier;80932 Übliche öffentliche Grün- und Erholungsanlagen;Kaiser-Linde;;;;5820285.212;393416.7218;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1270 Anlagenbaum;12.07.18;;2016;4;1;20;6;2 Pflegestufe 2 (Standard);15.03.19;13.03.20;Heering Nils;;;;5;15;;;;;;;;;
943;Platz d. Vereinten Nationen 14;32;32 Tilia intermedia 'Pallida' (aktiv);60415;Rasen vor Kaufhalle;04.01. Baumrevier;80932 Übliche öffentliche Grün- und Erholungsanlagen;Kaiser-Linde;;;;5820285.212;393423.6725;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1270 Anlagenbaum;12.07.18;;2016;4;1;22;7;2 Pflegestufe 2 (Standard);15.03.19;13.03.20;Heering Nils;;;;5;1.5;;;;;;;;;
944;Platz d. Vereinten Nationen 14;33;33 Tilia intermedia 'Pallida' (aktiv);60415;Rasen vor Kaufhalle;04.01. Baumrevier;80932 Übliche öffentliche Grün- und Erholungsanlagen;Kaiser-Linde;;;;5820293.059;393414.928;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1270 Anlagenbaum;12.07.18;;2016;4;1;22;7;2 Pflegestufe 2 (Standard);15.03.19;13.03.20;Heering Nils;;;;5;1.5;;;;;;;;;
945;Platz d. Vereinten Nationen 14;34;34 Tilia intermedia 'Pallida' (aktiv);60415;Rasen vor Kaufhalle;04.01. Baumrevier;80932 Übliche öffentliche Grün- und Erholungsanlagen;Kaiser-Linde;;;;5820298.44;393424.3451;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1270 Anlagenbaum;12.07.18;;2016;4;1;21;7;2 Pflegestufe 2 (Standard);15.03.19;13.03.20;Heering Nils;;;;5;1.5;;;;;;;;;
946;Platz d. Vereinten Nationen 14;35;35 Tilia intermedia 'Pallida' (aktiv);60415;Rasen vor Kaufhalle;04.01. Baumrevier;80932 Übliche öffentliche Grün- und Erholungsanlagen;Kaiser-Linde;;;;5820309.875;393427.9326;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1270 Anlagenbaum;12.07.18;;2016;4;1;23;7;2 Pflegestufe 2 (Standard);15.03.19;13.03.20;Heering Nils;;;;5;1.5;;;;;;;;;
947;Platz d. Vereinten Nationen 14;36;36 Tilia intermedia 'Pallida' (aktiv);60415;Rasen vor Kaufhalle;04.01. Baumrevier;80932 Übliche öffentliche Grün- und Erholungsanlagen;Kaiser-Linde;;;;5820321.086;393426.5873;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1270 Anlagenbaum;12.07.18;;2016;4;1;21;7;2 Pflegestufe 2 (Standard);15.03.19;13.03.20;Heering Nils;;;;5;1.5;;;;;;;;;
948;Platz d. Vereinten Nationen 14;37;37 Tilia intermedia 'Pallida' (aktiv);60415;Rasen vor Kaufhalle;04.01. Baumrevier;80932 Übliche öffentliche Grün- und Erholungsanlagen;Kaiser-Linde;;;;5820309.651;393438.695;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1270 Anlagenbaum;12.07.18;;2016;4;1;22;7;2 Pflegestufe 2 (Standard);15.03.19;13.03.20;Heering Nils;;;;5;1.5;;;;;;;;;
949;Platz d. Vereinten Nationen 14;38;38 Tilia intermedia 'Pallida' (aktiv);60415;Rasen vor Kaufhalle;04.01. Baumrevier;80932 Übliche öffentliche Grün- und Erholungsanlagen;Kaiser-Linde;;;;5820302.028;393437.7981;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1270 Anlagenbaum;12.07.18;;2016;4;1;21;7;2 Pflegestufe 2 (Standard);15.03.19;13.03.20;Heering Nils;;;;5;1.5;;;;;;;;;
950;Platz d. Vereinten Nationen 14;39;39 Tilia intermedia 'Pallida' (aktiv);60415;Rasen vor Kaufhalle;04.01. Baumrevier;80932 Übliche öffentliche Grün- und Erholungsanlagen;Kaiser-Linde;;;;5820293.479;393437.7423;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1270 Anlagenbaum;12.07.18;;2016;4;1;23;7;2 Pflegestufe 2 (Standard);15.03.19;13.03.20;Heering Nils;;;;5;1.5;;;;;;;;;
